collection_timestamp_utc,pollution_timestamp_utc,aqi_us,main_pollutant_us,temperature_celsius,humidity_percent,wind_speed_m_s,wind_direction_degrees,weather_icon_code,pm2_5,hour,day_of_week,month,is_weekend,aqi_lag_1h,aqi_lag_3h,aqi_lag_6h,aqi_lag_24h,pm2_5_lag_1h,pm2_5_lag_24h,temp_lag_1h,temp_lag_3h,aqi_rolling_mean_3h,aqi_rolling_mean_6h,aqi_rolling_std_6h,pm2_5_rolling_mean_3h,pm2_5_rolling_mean_6h,pm2_5_rolling_std_6h,temp_rolling_mean_6h,temp_rolling_std_6h,humidity_rolling_mean_6h,wind_rolling_mean_6h,aqi_1h_ahead,aqi_2h_ahead,aqi_3h_ahead,aqi_4h_ahead,aqi_5h_ahead
2024-12-28 01:52:00,2024-12-28 01:00:00+00:00,81,p2,19,76,2.99,187,03n,18,1,5,12,1,85,93,163,127,12,23,16.0,21.0,71.67,82.33,18.206,16.33,18.67,3.882,20.17,2.483,67.5,2.35,25,51,84,82,186
2024-12-28 03:24:00,2024-12-28 03:00:00+00:00,74,p2,19,90,1.63,240,04n,17,3,5,12,1,136,54,149,150,162,170,19.0,22.0,70.33,76.67,13.231,16.0,17.5,2.881,19.5,2.074,74.0,2.02,85,159,133,149,49
2024-12-28 04:19:00,2024-12-28 04:00:00+00:00,108,p2,20,100,1.13,181,02n,24,4,5,12,1,179,159,11,38,119,122,19.0,16.0,87.67,78.5,16.873,19.67,17.83,3.545,19.5,2.074,80.83,1.84,35,131,199,99,87
2024-12-28 05:35:00,2024-12-28 05:00:00+00:00,110,p2,22,100,1.66,223,10n,25,5,5,12,1,132,171,108,146,166,196,20.0,19.0,97.33,84.5,20.878,22.0,19.17,4.535,19.67,2.251,85.67,1.82,59,10,193,20,59
2024-12-28 07:11:00,2024-12-28 07:00:00+00:00,92,p2,22,66,3.81,267,03d,21,7,5,12,1,132,13,1,83,60,170,22.0,19.0,103.33,86.83,20.789,23.33,19.67,4.546,19.67,2.251,84.67,2.01,137,134,199,21,85
2024-12-28 08:48:00,2024-12-28 08:00:00+00:00,106,p2,23,64,1.92,231,02d,24,8,5,12,1,133,13,58,81,170,6,22.0,20.0,102.67,95.17,15.237,23.33,21.5,3.391,20.83,1.722,82.67,2.19,57,14,29,120,15
2024-12-28 09:15:00,2024-12-28 09:00:00+00:00,133,p2,25,60,4.73,187,02d,30,9,5,12,1,85,54,133,196,90,167,23.0,22.0,110.33,103.83,19.702,25.0,23.5,4.324,21.83,2.137,80.0,2.48,192,94,95,76,11
2024-12-28 10:53:00,2024-12-28 10:00:00+00:00,78,p2,15,68,1.28,124,01d,18,10,5,12,1,4,35,163,84,4,178,25.0,22.0,105.67,104.5,18.523,24.0,23.67,4.033,21.17,3.43,76.33,2.42,172,115,152,99,44
2024-12-28 11:28:00,2024-12-28 11:00:00+00:00,90,p2,25,53,2.58,172,01d,20,11,5,12,1,100,123,103,158,32,49,15.0,23.0,100.33,101.5,19.285,22.67,23.0,4.29,22.0,3.688,68.5,2.66,36,51,95,43,137
2024-12-28 12:31:00,2024-12-28 12:00:00+00:00,142,p2,20,57,5.28,205,04d,31,12,5,12,1,162,30,191,87,108,92,25.0,25.0,103.33,106.83,25.522,23.0,24.0,5.404,21.67,3.777,61.33,3.27,166,79,79,92,197
2024-12-28 13:33:00,2024-12-28 13:00:00+00:00,52,p2,24,73,0.5,188,03d,12,13,5,12,1,41,86,75,108,81,111,20.0,15.0,94.67,100.17,33.991,21.0,22.5,7.314,22.0,3.899,62.5,2.72,92,142,158,155,144
2024-12-28 15:22:00,2024-12-28 15:00:00+00:00,82,p2,24,87,2.26,238,10d,19,15,5,12,1,15,69,70,107,97,109,24.0,25.0,92.0,96.17,34.574,20.67,21.67,7.394,22.17,3.971,66.33,2.77,81,161,144,119,164
2024-12-28 16:51:00,2024-12-28 16:00:00+00:00,101,p2,24,100,4.04,228,10d,23,16,5,12,1,172,90,101,80,61,52,24.0,20.0,78.33,90.83,29.909,18.0,20.5,6.285,22.0,3.847,73.0,2.66,109,10,116,2,95
2024-12-28 17:59:00,2024-12-28 17:00:00+00:00,120,p2,22,84,1.53,191,04d,27,17,5,12,1,29,129,165,52,125,74,24.0,24.0,101.0,97.83,31.192,23.0,22.0,6.633,23.17,1.835,75.67,2.7,8,27,170,93,128
2024-12-28 18:37:00,2024-12-28 18:00:00+00:00,94,p2,23,48,4.01,198,03d,21,18,5,12,1,112,177,9,57,167,73,22.0,24.0,105.0,98.5,31.034,23.67,22.17,6.585,22.83,1.602,74.83,2.94,137,108,58,5,10
2024-12-28 19:37:00,2024-12-28 19:00:00+00:00,86,p2,20,38,2.14,210,04n,19,19,5,12,1,166,137,142,191,42,116,23.0,24.0,100.0,89.17,22.613,22.33,20.17,4.997,22.83,1.602,71.67,2.41,19,53,25,25,178
2024-12-28 20:11:00,2024-12-28 20:00:00+00:00,65,p2,20,66,3.22,198,10n,15,20,5,12,1,89,100,175,44,145,110,20.0,22.0,81.67,91.33,18.608,18.33,20.67,4.082,22.17,1.835,70.5,2.87,142,186,164,1,197
2024-12-28 22:18:00,2024-12-28 22:00:00+00:00,106,p2,21,81,0.96,215,03n,24,22,5,12,1,8,5,160,148,81,48,20.0,23.0,85.67,95.33,18.779,19.33,21.5,4.183,21.67,1.633,69.5,2.65,27,12,28,135,32
2024-12-28 23:52:00,2024-12-28 23:00:00+00:00,88,p2,19,100,2.13,158,03n,20,23,5,12,1,127,78,135,133,176,46,21.0,20.0,86.33,93.17,18.745,19.67,21.0,4.147,20.83,1.472,69.5,2.33,178,112,40,157,155
2024-12-29 00:16:00,2024-12-29 00:00:00+00:00,67,p2,20,100,1.04,169,01n,15,0,6,12,1,61,88,87,163,103,12,19.0,20.0,87.0,84.33,15.832,19.67,19.0,3.521,20.5,1.378,72.17,2.25,39,199,58,36,185
2024-12-29 01:16:00,2024-12-29 01:00:00+00:00,94,p2,18,93,4.41,186,10n,21,1,6,12,1,110,45,188,39,124,104,20.0,21.0,83.0,84.33,15.832,18.67,19.0,3.521,19.67,1.033,79.67,2.32,119,122,42,10,97
2024-12-29 02:43:00,2024-12-29 02:00:00+00:00,77,p2,23,94,1.96,218,01n,18,2,6,12,1,171,14,104,120,3,15,18.0,19.0,79.33,82.83,16.068,18.0,18.83,3.545,20.17,1.722,89.0,2.29,43,189,150,178,179
2024-12-29 03:54:00,2024-12-29 03:00:00+00:00,100,p2,19,61,3.85,179,04n,22,3,6,12,1,145,200,45,185,177,81,23.0,20.0,90.33,88.67,14.583,20.33,20.0,3.162,20.0,1.789,88.17,2.39,101,24,48,108,26
2024-12-29 04:19:00,2024-12-29 04:00:00+00:00,90,p2,18,77,2.04,198,10n,20,4,6,12,1,125,195,148,58,5,91,19.0,18.0,89.0,86.0,12.017,20.0,19.33,2.503,19.5,1.871,87.5,2.57,139,51,5,64,69
2024-12-29 05:10:00,2024-12-29 05:00:00+00:00,97,p2,17,78,2.47,203,10n,22,5,6,12,1,196,30,157,27,96,107,18.0,23.0,95.67,87.5,12.849,21.33,19.67,2.733,19.17,2.137,83.83,2.63,14,171,18,145,73
2024-12-29 06:57:00,2024-12-29 06:00:00+00:00,102,p2,17,87,2.85,215,04d,23,6,6,12,1,148,58,46,87,128,170,17.0,19.0,96.33,93.33,9.07,21.67,21.0,1.789,18.67,2.251,81.67,2.93,61,144,63,59,199
2024-12-29 07:51:00,2024-12-29 07:00:00+00:00,128,p2,21,75,0.78,181,04d,28,7,6,12,1,1,152,174,124,176,159,17.0,18.0,109.0,99.0,16.852,24.33,22.17,3.371,19.17,2.401,78.67,2.33,127,181,63,121,187
2024-12-29 08:21:00,2024-12-29 08:00:00+00:00,78,p2,27,100,3.41,206,01d,18,8,6,12,1,93,131,71,60,117,151,21.0,17.0,102.67,99.17,16.594,23.0,22.17,3.371,19.83,3.817,79.67,2.57,122,191,82,188,37
2024-12-29 09:25:00,2024-12-29 09:00:00+00:00,38,p2,24,59,3.7,232,03d,9,9,6,12,1,27,177,77,55,198,173,27.0,17.0,81.33,88.83,29.923,18.33,20.0,6.356,20.67,4.131,79.33,2.54,81,167,192,48,198
2024-12-29 10:47:00,2024-12-29 10:00:00+00:00,92,p2,21,59,2.64,211,10d,21,10,6,12,1,141,19,133,187,104,48,24.0,21.0,69.33,89.17,29.949,16.0,20.17,6.369,21.17,3.92,76.33,2.64,48,119,99,171,161
2024-12-29 11:58:00,2024-12-29 11:00:00+00:00,136,p2,25,62,2.2,258,02d,30,11,6,12,1,93,176,81,77,187,144,21.0,27.0,88.67,95.67,35.674,20.0,21.5,7.556,22.5,3.564,73.67,2.6,133,34,101,114,71
2024-12-29 12:35:00,2024-12-29 12:00:00+00:00,145,p2,23,95,0.3,305,01d,32,12,6,12,1,94,7,99,75,146,122,25.0,24.0,124.33,102.83,41.107,27.67,23.0,8.718,23.5,2.345,75.0,2.17,8,50,76,122,23
2024-12-29 13:20:00,2024-12-29 13:00:00+00:00,74,p2,19,58,2.81,207,03d,17,13,6,12,1,66,164,131,66,174,196,23.0,21.0,118.33,93.83,40.4,26.33,21.17,8.612,23.17,2.858,72.17,2.51,51,120,138,159,109
2024-12-29 14:23:00,2024-12-29 14:00:00+00:00,99,p2,25,98,3.07,214,02d,22,14,6,12,1,139,56,184,34,153,48,19.0,25.0,106.0,97.33,39.657,23.67,21.83,8.472,22.83,2.401,71.83,2.45,198,35,54,86,176
2024-12-29 15:17:00,2024-12-29 15:00:00+00:00,77,p2,20,58,2.93,155,02d,18,15,6,12,1,152,107,138,142,156,166,25.0,23.0,83.33,103.83,30.009,19.0,23.33,6.25,22.17,2.563,71.67,2.32,53,163,31,169,169
2024-12-29 17:48:00,2024-12-29 17:00:00+00:00,87,p2,19,59,1.55,193,01d,20,17,6,12,1,105,198,129,28,139,148,20.0,19.0,87.67,103.0,30.47,20.0,23.17,6.338,21.83,2.858,71.67,2.14,183,143,152,134,187
2024-12-29 18:54:00,2024-12-29 18:00:00+00:00,58,p2,17,73,3.5,171,04d,13,18,6,12,1,56,21,48,190,113,146,19.0,25.0,74.0,90.0,30.213,17.0,20.33,6.47,20.5,2.95,73.5,2.36,28,30,64,48,50
2024-12-29 19:57:00,2024-12-29 19:00:00+00:00,82,p2,18,67,1.25,206,01n,19,19,6,12,1,98,53,131,74,136,135,17.0,20.0,75.67,79.5,13.722,17.33,18.17,3.061,19.67,2.805,68.83,2.52,181,86,112,143,135
2024-12-29 20:13:00,2024-12-29 20:00:00+00:00,117,p2,17,70,3.55,208,01n,26,20,6,12,1,177,175,56,19,79,121,18.0,19.0,85.67,86.67,20.047,19.33,19.67,4.32,19.33,3.011,70.83,2.64,86,84,5,67,192
2024-12-29 21:57:00,2024-12-29 21:00:00+00:00,103,p2,17,55,1.77,118,01n,23,21,6,12,1,3,31,180,174,140,126,17.0,17.0,100.67,87.33,20.598,22.67,19.83,4.446,18.0,1.265,63.67,2.43,146,170,195,149,91
2024-12-29 22:58:00,2024-12-29 22:00:00+00:00,88,p2,17,52,2.58,168,02n,20,22,6,12,1,100,88,49,56,18,50,17.0,18.0,102.67,89.17,19.974,23.0,20.17,4.355,17.5,0.837,62.67,2.37,100,112,95,23,185
2024-12-29 23:44:00,2024-12-29 23:00:00+00:00,137,p2,18,62,1.95,138,02n,30,23,6,12,1,113,151,10,101,82,145,17.0,17.0,109.33,97.5,27.79,24.33,21.83,5.913,17.33,0.516,63.17,2.43,29,29,121,107,146
2024-12-30 00:59:00,2024-12-30 00:00:00+00:00,118,p2,19,94,3.72,210,01n,26,0,0,12,0,12,32,14,159,96,85,18.0,17.0,114.33,107.5,20.599,25.33,24.0,4.147,17.67,0.816,66.67,2.47,74,150,77,55,54
2024-12-30 01:44:00,2024-12-30 01:00:00+00:00,105,p2,18,92,2.76,192,10n,24,1,0,12,0,122,153,13,79,51,98,19.0,17.0,120.0,111.33,16.669,26.67,24.83,3.371,17.67,0.816,70.83,2.72,117,40,12,66,184
2024-12-30 02:14:00,2024-12-30 02:00:00+00:00,97,p2,21,89,1.43,247,10n,22,2,0,12,0,144,83,198,60,21,148,18.0,18.0,106.67,108.0,17.297,24.0,24.17,3.488,18.33,1.506,74.0,2.37,71,134,4,27,47
2024-12-30 03:49:00,2024-12-30 03:00:00+00:00,140,p2,15,100,1.85,174,10n,31,3,0,12,0,128,37,177,30,17,157,21.0,19.0,114.0,114.17,21.292,25.67,25.5,4.37,18.0,2.0,81.5,2.38,83,106,102,53,91
2024-12-30 04:42:00,2024-12-30 04:00:00+00:00,114,p2,16,100,1.63,221,02n,25,4,0,12,0,156,196,70,149,59,195,15.0,18.0,117.0,118.5,17.144,26.0,26.33,3.502,17.83,2.137,89.5,2.22,113,51,106,77,124
2024-12-30 05:23:00,2024-12-30 05:00:00+00:00,129,p2,21,76,1.55,203,02n,29,5,0,12,0,161,94,112,162,107,5,16.0,21.0,127.67,117.17,15.664,28.33,26.17,3.312,18.33,2.503,91.83,2.16,8,18,92,41,66
2024-12-30 06:56:00,2024-12-30 06:00:00+00:00,103,p2,27,100,2.24,151,02d,23,6,0,12,0,157,139,200,152,125,93,21.0,15.0,115.33,114.67,16.669,25.67,25.67,3.559,19.67,4.367,92.83,1.91,107,19,191,160,195
2024-12-30 08:10:00,2024-12-30 08:00:00+00:00,90,p2,25,63,2.25,229,02d,20,8,0,12,0,171,168,67,23,36,62,27.0,16.0,107.33,112.17,19.323,24.0,25.0,4.243,20.83,4.75,88.0,1.82,104,179,153,2,57
2024-12-30 09:16:00,2024-12-30 09:00:00+00:00,93,p2,26,46,3.41,228,04d,21,9,0,12,0,146,94,180,72,40,29,25.0,21.0,95.33,111.5,20.007,21.33,24.83,4.401,21.67,5.203,80.83,2.15,21,92,88,116,91
2024-12-30 10:38:00,2024-12-30 10:00:00+00:00,92,p2,25,58,2.12,210,02d,21,10,0,12,0,196,154,52,6,109,86,26.0,27.0,91.67,103.5,15.398,20.67,23.17,3.371,23.33,4.131,73.83,2.2,159,84,84,37,139
2024-12-30 11:26:00,2024-12-30 11:00:00+00:00,59,p2,21,58,2.74,249,03d,14,11,0,12,0,70,134,42,100,13,174,25.0,25.0,81.33,94.33,22.589,18.67,21.33,4.844,24.17,2.563,66.83,2.39,105,198,38,167,147
2024-12-30 13:21:00,2024-12-30 13:00:00+00:00,64,p2,19,84,2.03,212,03d,15,13,0,12,0,142,25,8,17,51,185,21.0,26.0,71.67,83.5,17.695,16.67,19.0,3.633,23.83,3.125,68.17,2.47,34,127,91,185,190
2024-12-30 14:36:00,2024-12-30 14:00:00+00:00,117,p2,18,62,1.7,227,03d,26,14,0,12,0,79,41,149,195,198,113,19.0,25.0,80.0,85.83,21.33,18.33,19.5,4.416,22.33,3.445,61.83,2.38,8,185,57,94,193
2024-12-30 15:55:00,2024-12-30 15:00:00+00:00,91,p2,21,58,6.0,205,04d,20,15,0,12,0,188,27,102,99,159,189,18.0,21.0,90.67,86.0,21.373,20.33,19.5,4.416,21.67,3.204,61.0,3.0,199,191,9,178,23
2024-12-30 16:54:00,2024-12-30 16:00:00+00:00,53,p2,24,79,3.74,220,10d,12,16,0,12,0,149,52,88,64,112,37,21.0,19.0,87.0,79.33,24.728,19.33,18.0,5.254,21.33,2.733,66.5,3.06,179,101,195,88,62
2024-12-30 17:29:00,2024-12-30 17:00:00+00:00,139,p2,22,83,2.99,220,10d,31,17,0,12,0,115,102,44,87,135,121,24.0,18.0,94.33,87.17,34.897,21.0,19.67,7.501,20.83,2.137,70.67,3.2,158,94,138,200,188
2024-12-30 18:37:00,2024-12-30 18:00:00+00:00,116,p2,22,62,5.2,159,04d,26,18,0,12,0,155,54,111,45,91,91,22.0,21.0,102.67,96.67,33.423,23.0,21.67,7.285,21.0,2.191,71.33,3.61,39,137,88,191,143
2024-12-30 19:39:00,2024-12-30 19:00:00+00:00,123,p2,21,86,1.14,192,01n,27,19,0,12,0,113,84,18,27,151,14,22.0,24.0,126.0,106.5,30.435,28.0,23.67,6.713,21.33,1.966,71.67,3.46,147,130,27,183,3
2024-12-30 20:56:00,2024-12-30 20:00:00+00:00,141,p2,15,78,2.43,157,04n,31,20,0,12,0,78,19,191,192,8,44,21.0,22.0,126.67,110.5,33.513,28.0,24.5,7.342,20.83,3.061,74.33,3.58,67,144,45,147,109
2024-12-30 21:52:00,2024-12-30 21:00:00+00:00,90,p2,16,76,3.48,233,03n,20,21,0,12,0,82,164,110,136,65,45,15.0,22.0,118.0,110.33,33.631,26.0,24.5,7.342,20.0,3.633,77.33,3.16,150,68,88,168,168
2024-12-30 22:14:00,2024-12-30 22:00:00+00:00,125,p2,18,68,0.3,128,03n,28,22,0,12,0,191,8,39,42,154,105,16.0,21.0,118.67,122.33,18.544,26.33,27.17,4.07,19.0,3.098,75.5,2.59,140,40,106,194,28
2024-12-30 23:39:00,2024-12-30 23:00:00+00:00,109,p2,15,80,1.68,253,10n,24,23,0,12,0,168,164,95,152,180,138,18.0,15.0,108.0,117.33,17.143,24.0,26.0,3.742,17.83,3.061,75.0,2.37,105,109,3,11,98
2024-12-31 00:33:00,2024-12-31 00:00:00+00:00,99,p2,19,81,0.3,251,10n,22,0,1,12,0,162,8,164,6,65,30,15.0,16.0,111.0,114.5,18.738,24.67,25.33,4.082,17.33,2.422,78.17,1.56,35,136,132,25,165
2024-12-31 01:13:00,2024-12-31 01:00:00+00:00,119,p2,19,100,1.9,106,02n,26,1,1,12,0,23,87,175,159,111,36,19.0,18.0,109.0,113.83,18.444,24.0,25.17,4.021,17.0,1.897,80.5,1.68,155,194,182,133,65
2024-12-31 02:51:00,2024-12-31 02:00:00+00:00,100,p2,24,100,2.36,270,01n,22,2,1,12,0,47,141,12,36,184,147,19.0,15.0,106.0,107.0,13.221,23.33,23.67,2.944,18.5,3.146,84.17,1.67,160,167,61,84,77
2024-12-31 03:37:00,2024-12-31 03:00:00+00:00,126,p2,22,100,0.3,224,03n,28,3,1,12,0,13,94,156,150,48,199,24.0,19.0,115.0,113.0,12.083,25.33,25.0,2.757,19.5,3.146,88.17,1.14,14,151,193,140,182
2024-12-31 05:50:00,2024-12-31 05:00:00+00:00,105,p2,18,100,2.87,122,10n,24,5,1,12,0,17,137,110,71,28,200,22.0,19.0,110.33,109.67,10.801,24.67,24.33,2.338,19.5,3.146,93.5,1.57,98,3,71,38,177
2024-12-31 06:23:00,2024-12-31 06:00:00+00:00,83,p2,21,100,2.2,160,04d,19,6,1,12,0,172,139,70,63,132,53,18.0,24.0,104.67,105.33,15.371,23.67,23.5,3.209,20.5,2.258,96.83,1.66,66,44,83,21,44
2024-12-31 07:22:00,2024-12-31 07:00:00+00:00,102,p2,22,36,0.6,191,01d,23,7,1,12,0,75,55,2,189,74,186,21.0,22.0,96.67,105.83,15.171,22.0,23.67,3.141,21.0,2.191,89.33,1.7,127,142,154,109,134
2024-12-31 08:18:00,2024-12-31 08:00:00+00:00,136,p2,26,79,3.3,187,01d,30,8,1,12,0,51,55,88,121,97,118,22.0,18.0,107.0,108.67,19.18,24.0,24.33,4.033,22.17,2.714,85.83,1.94,47,181,75,106,143
2024-12-31 10:21:00,2024-12-31 10:00:00+00:00,143,p2,20,77,2.44,138,04d,32,10,1,12,0,146,48,143,53,118,162,26.0,21.0,127.0,115.83,22.956,28.33,26.0,4.858,21.5,2.665,82.0,1.95,3,58,119,178,144
2024-12-31 11:40:00,2024-12-31 11:00:00+00:00,61,p2,25,53,1.5,261,10d,14,11,1,12,0,191,113,185,46,5,189,20.0,22.0,113.33,105.0,31.093,25.33,23.67,6.713,22.0,3.033,74.17,2.15,18,76,9,18,88
2024-12-31 12:44:00,2024-12-31 12:00:00+00:00,63,p2,30,50,2.68,250,03d,14,12,1,12,0,158,156,93,71,14,186,25.0,26.0,89.0,98.0,35.508,20.0,22.0,7.772,24.0,3.742,65.83,2.12,159,164,155,122,133
2024-12-31 13:21:00,2024-12-31 13:00:00+00:00,83,p2,20,63,0.3,104,10d,19,13,1,12,0,13,20,48,112,132,35,30.0,20.0,69.0,98.0,35.508,15.67,22.0,7.772,23.83,3.92,59.67,1.8,49,69,136,107,59
2024-12-31 14:30:00,2024-12-31 14:00:00+00:00,75,p2,27,71,2.72,130,02d,17,14,1,12,0,26,88,111,27,45,91,20.0,25.0,73.67,93.5,36.594,16.67,21.0,8.0,24.67,3.983,65.5,2.16,89,143,119,135,141
2024-12-31 15:41:00,2024-12-31 15:00:00+00:00,101,p2,18,90,4.06,130,02d,23,15,1,12,0,171,142,24,190,193,42,27.0,30.0,86.33,87.67,30.794,19.67,19.83,6.853,23.33,4.719,67.33,2.28,143,156,59,180,46
2024-12-31 16:40:00,2024-12-31 16:00:00+00:00,91,p2,22,62,2.97,187,04d,20,16,1,12,0,41,46,168,193,196,127,18.0,20.0,89.0,79.0,15.748,20.0,17.83,3.545,23.67,4.502,64.83,2.37,181,188,30,175,112
2024-12-31 17:10:00,2024-12-31 17:00:00+00:00,140,p2,24,52,1.83,225,02d,31,17,1,12,0,55,141,43,115,80,97,22.0,27.0,110.67,92.17,26.821,24.67,20.67,5.888,23.5,4.461,64.67,2.43,173,106,126,26,9
2024-12-31 19:45:00,2024-12-31 19:00:00+00:00,153,p2,15,52,2.83,151,04n,34,19,1,12,0,82,6,193,94,81,8,24.0,18.0,128.0,107.17,31.928,28.33,24.0,6.928,21.0,4.29,65.0,2.45,49,41,112,139,54
2024-12-31 20:49:00,2024-12-31 20:00:00+00:00,111,p2,20,53,2.49,213,03n,25,20,1,12,0,94,52,194,197,156,129,15.0,22.0,134.67,111.83,29.654,30.0,25.0,6.481,21.0,4.29,63.33,2.82,89,34,59,58,46
2024-12-31 21:51:00,2024-12-31 21:00:00+00:00,83,p2,23,66,1.26,201,04n,19,21,1,12,0,43,15,177,193,58,60,20.0,24.0,115.67,113.17,27.788,26.0,25.33,6.022,20.33,3.386,62.5,2.57,38,94,142,164,21
2025-01-01 00:35:00,2025-01-01 00:00:00+00:00,92,p2,18,72,2.24,164,03n,21,0,2,1,0,184,86,171,98,198,39,23.0,15.0,95.33,111.67,28.8,21.67,25.0,6.229,20.33,3.386,59.5,2.27,150,168,15,37,197
2025-01-01 02:29:00,2025-01-01 02:00:00+00:00,68,p2,22,70,0.3,257,10n,16,2,2,1,0,143,40,37,121,73,4,18.0,20.0,81.0,107.83,33.283,18.67,24.33,7.033,20.33,3.386,60.83,1.83,110,57,23,151,177
2025-01-01 03:12:00,2025-01-01 03:00:00+00:00,82,p2,15,100,4.13,227,10n,19,3,2,1,0,46,22,115,145,134,77,22.0,23.0,80.67,98.17,30.367,18.67,22.33,6.439,18.83,3.43,68.83,2.21,129,200,84,168,77
2025-01-01 04:32:00,2025-01-01 04:00:00+00:00,117,p2,18,100,1.8,216,02n,26,4,2,1,0,159,143,7,183,67,12,15.0,18.0,89.0,92.17,18.67,20.33,21.0,3.847,19.33,2.944,76.83,2.04,192,46,114,104,51
2025-01-01 07:00:00,2025-01-01 06:00:00+00:00,124,p2,26,68,2.93,210,02d,28,6,2,1,0,181,7,140,68,145,169,18.0,22.0,107.67,94.33,21.787,24.33,21.5,4.593,20.33,4.033,79.33,2.11,106,89,129,138,25
2025-01-01 07:14:00,2025-01-01 07:00:00+00:00,68,p2,18,72,1.42,244,04d,16,7,2,1,0,31,134,82,90,32,98,26.0,15.0,103.0,91.83,24.087,23.33,21.0,5.06,19.5,3.886,80.33,2.14,14,103,35,191,75
2025-01-01 09:50:00,2025-01-01 09:00:00+00:00,74,p2,23,32,1.72,138,03d,17,9,2,1,0,193,91,93,166,109,125,18.0,18.0,88.67,88.83,25.159,20.33,20.33,5.317,20.33,4.033,73.67,2.05,162,185,43,33,98
2025-01-01 10:52:00,2025-01-01 10:00:00+00:00,132,p2,24,64,1.54,259,03d,29,10,2,1,0,1,18,191,191,88,14,23.0,26.0,91.33,99.5,27.97,20.67,22.5,5.822,20.67,4.274,72.67,2.26,124,11,40,64,24
2025-01-01 11:15:00,2025-01-01 11:00:00+00:00,56,p2,21,85,2.32,194,02d,13,11,2,1,0,134,136,3,156,29,114,24.0,18.0,87.33,95.17,32.817,19.67,21.5,6.95,21.67,3.266,70.17,1.96,62,18,64,47,2
2025-01-01 12:49:00,2025-01-01 12:00:00+00:00,64,p2,27,46,3.41,183,01d,15,12,2,1,0,135,36,137,92,24,171,21.0,23.0,84.0,86.33,32.898,19.0,19.67,6.976,23.17,3.312,61.17,2.22,75,49,78,89,31
2025-01-01 13:21:00,2025-01-01 13:00:00+00:00,47,p2,24,47,2.94,242,02d,11,13,2,1,0,69,170,148,7,194,155,27.0,24.0,55.67,73.5,30.171,13.0,16.83,6.338,22.83,3.061,57.67,2.22,17,164,58,67,99
2025-01-01 14:10:00,2025-01-01 14:00:00+00:00,119,p2,24,76,2.52,197,01d,26,14,2,1,0,138,114,129,126,191,30,24.0,21.0,76.67,82.0,35.094,17.33,18.5,7.314,23.83,1.941,58.33,2.41,129,170,82,84,138
2025-01-01 15:33:00,2025-01-01 15:00:00+00:00,80,p2,23,60,2.36,221,01d,18,15,2,1,0,132,180,162,33,111,149,24.0,27.0,82.0,83.0,34.906,18.33,18.67,7.285,23.83,1.941,63.0,2.52,179,174,80,16,78
2025-01-01 16:11:00,2025-01-01 16:00:00+00:00,118,p2,21,78,3.66,203,04d,26,16,2,1,0,196,111,63,61,167,5,23.0,24.0,105.67,80.67,31.252,23.33,18.17,6.494,23.33,2.251,65.33,2.87,2,174,137,5,81
2025-01-01 17:12:00,2025-01-01 17:00:00+00:00,98,p2,26,56,3.72,220,03d,22,17,2,1,0,75,137,40,178,23,195,21.0,24.0,98.67,87.67,29.262,22.0,19.67,6.088,24.17,2.137,60.5,3.1,177,134,152,21,181
2025-01-01 19:21:00,2025-01-01 19:00:00+00:00,119,p2,19,62,1.08,203,10n,26,19,2,1,0,37,124,114,96,123,171,26.0,23.0,111.67,96.83,28.979,24.67,21.5,6.058,22.83,2.483,63.17,2.71,103,74,24,146,4
2025-01-01 20:26:00,2025-01-01 20:00:00+00:00,56,p2,15,81,2.35,182,03n,13,20,2,1,0,4,115,193,128,118,151,19.0,21.0,91.0,98.33,25.959,20.33,21.83,5.382,21.33,3.933,68.83,2.62,51,185,126,12,135
2025-01-01 21:14:00,2025-01-01 21:00:00+00:00,120,p2,22,47,0.3,170,01n,27,21,2,1,0,128,156,154,141,104,136,15.0,26.0,98.33,98.5,26.121,22.0,22.0,5.55,21.0,3.742,64.0,2.24,0,121,169,39,116
2025-01-01 22:50:00,2025-01-01 22:00:00+00:00,75,p2,15,98,1.5,223,03n,17,22,2,1,0,112,48,152,135,38,37,22.0,19.0,83.67,97.67,26.897,19.0,21.83,5.707,19.67,4.274,70.33,2.1,143,196,133,198,140
2025-01-01 23:27:00,2025-01-01 23:00:00+00:00,100,p2,18,100,2.55,231,01n,22,23,2,1,0,66,53,158,17,41,194,15.0,15.0,98.33,94.67,25.121,22.0,21.17,5.345,19.17,4.262,74.0,1.92,10,105,58,110,164
2025-01-02 00:15:00,2025-01-02 00:00:00+00:00,80,p2,21,99,2.47,173,10n,18,0,3,1,0,184,182,76,67,4,130,18.0,22.0,85.0,91.67,25.711,19.0,20.5,5.468,18.33,2.944,81.17,1.71,59,102,26,135,196
2025-01-02 02:19:00,2025-01-02 02:00:00+00:00,84,p2,21,77,0.41,197,04n,19,2,3,1,0,0,61,32,132,162,124,21.0,15.0,88.0,85.83,21.967,19.67,19.33,4.761,18.67,3.141,83.67,1.6,74,6,42,122,143
2025-01-02 03:24:00,2025-01-02 03:00:00+00:00,93,p2,22,58,2.2,228,01n,21,3,3,1,0,106,111,50,188,92,121,21.0,18.0,85.67,92.0,16.407,19.33,20.67,3.615,19.83,2.787,79.83,1.57,71,190,160,126,135
